 i hate it,I Hate It
 running around town with kathleen....she`s leaving me for a month..,Running around town with Kathleen....she`s leaving me for a month..
 poor,I am too poor
 at work and tired just want to go to bed,at work and tired just want to go to bed
 special,special
 i`m not a fan,I`m not a fan of
 wants to increased my karma ~ http://plurk.com/p/suiva,wants to increased my karma ~  http://plurk.com/p/suiva
 oh no.... please... dont do that to yourself again,oh no.... please... dont do that to yourself again
 love,love
 i don`t have texting.....,i don`t have texting.....
 theres nothing worse than,worse
" lol, yeah i do it cuz it just seems that way sometimes don`****","LOL, yeah I do it cuz it just seems that way sometimes don`****"
 you know what`s today? no? it`s the star wars day you ****!,you know what`s today? no? it`s the Star Wars day you ****!
" no offense, but have you thought about a career change?","No offense, but have you thought about a career change?"
 i have ants in my apartment,I have ants in my apartment
 _jenkins nothing yet,_jenkins nothing yet
" can`t go out this weekend, 12 hours of exams next week prevent it got my uni summerball next sat though, should be good!","Can`t go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!"
 naisee. is it bad that i can see lens flares all arond me while listening to it? xd cant really catch what they`re saying tho,naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they`re saying tho
 amen to that brotha!,amen to that brotha!
 won`t need my hugs anymore,won`t need my hugs anymore
 congratulations,Congratulations
 eating.,Eating.
 aww that sucks,sucks
 haha i bet a man did make heels! im sorry you hurt though. i hope you feel better! ~livelovesing~,Haha i bet a man did make heels! Im sorry you hurt though.  I hope you feel better!  ~Livelovesing~
 thanks so much for following! the muse has much gratitude,gratitude and wishes you a magnificent & productive start to your day!
 lame!,lame!
 just got home from dinner with my mommy and my new grandma. i`d rather be in hollywood right now,Just got home from dinner with my mommy and my new grandma. I`d rather be in Hollywood right now
 @_cheshire_cat_,_Cheshire_Cat_
" classics are timeless...dont believe me, check youtube, google, etc. numbers dont lie & i actually performed it last night,","classics are timeless...dont believe me, check youtube, google, etc. Numbers dont lie & i actually performed it last night,"
 crampsss...,crampsss...
 you almost have as many viewers as the live eagle cam on ustream,You almost have as many viewers as the Live Eagle Cam on Ustream
" a couple of other guys did similar mods, so it may not have been mine that saw. i think mine`s the best, but i`m biased",". I think mine`s the best, but I`m biased"
" so sad,","sad,"
 _in_forks ::static:: i know! i`ve barely seen anyone since i got into paris yesterday. i`ve just been walking around. ::static::,_in_Forks ::static:: I know! I`ve barely seen anyone since I got into Paris yesterday.  I`ve just been walking around.  ::static::
 **** it...,**** it...
 : re 'pot meet kettle' not so sure of that equation.,: re 'pot meet kettle' not so sure of that equation.
" sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection i am trading up!","sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!"
 glad,I`m glad for you  I`m fine
 it`s a dreary monday morning and i slept like ****...,****.
 ugh. i just want things to go back to normal. i miss,ugh. i just want things to go back to normal. i miss my best friend
 collage. what is feminism?,collage. what is feminism?
 despair.,beyond despair.
 i love,I love making money
 lol he does love spahkly gold things....,lol he does love spahkly gold things..
" lobster dinner with mba folks tonight, but no terasse, pouring rain in mtl...","Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl..."
 always,always
" yeah, i also had to do a paper.. i only have one more final left: algebra.. & i take it on my birthday!! (june 3)","yeah, I also had to do a paper.. I only have one more final left: algebra.. & I take it on my birthday!!   (june 3)"
 miss,i miss coffee
" i can`t open my eyes properly,","I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself"
 watching 'hairspray',Watching 'Hairspray'
 so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it
 no flame wars on this weeks episode?,No flame wars on this weeks episode?
 sick.. on a friday...studying is all im doing at this point.. my weekend is so ruined,sick..
" i mean i`m tired, and sooooo freakin in love with my .","I mean i`m tired, and sooooo freakin in love with my ."
 good.,being cautious is good.
" hmmm go to sleep because i have to be up at 6 on a saturday for work, or watch 2 more episodes of one tree hill? one tree hill i think!","Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!"
 i miss,I miss her so much
 i`m so sorry,I`m so sorry for your loss
 dont want to be though,dont want to be though  wish i had slept in more
 hanging out in myrtle beach as a married man,hanging out in myrtle beach as a married man
 computer pissing me off.,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7
 love,ls  lo
 having horrible,Having horrible nightmares not gonna go back to sleep
 my phone is dead this sucks,sucks
" aidan, please","aidan, please"
 they are people too,They are people too
 im probs gonna have to wait until it comes out on dvd x,im probs gonna have to wait until it comes out on dvd  x
 . haha. rite. im freeeeeeee. britneys spears listenin time.,. Haha. Rite. Im freeeeeeee. Britneys spears listenin time.
 miss,Miss it already
" hey adt, guess what. my princelple`s number plate is adtï¿½000 well its not 000, i just dunno the numbers.","hey adt, guess what. my princelple`s number plate is adtï¿½000 well its not 000, i just dunno the numbers."
 la bound!!,LA bound!!
" energy steadily increasing, thankfully, but the cough isn`t going away.","Energy steadily increasing, thankfully, but the cough isn`t going away."
 i haven`t been bothered,bothered
" ... you mean the fam , minus ahugs","... you mean the fam , minus ahugs"
 good,good
 ****,**** comes home & is going to make a mess of it..
 omg at that almost in our 40`s comment!! same bday as joe here...but i turn 40...omg....lol,OMG at that Almost in our 40`s comment!!  Same Bday as Joe here...But I turn 40...OMG....lol
 hurts!,hurts!
 church is in 8 hours! i better hurry up so i can get some sleep!,Church is in 8 hours! I better hurry up so I can get some sleep!
 - redbull has the same amount of caffine in it as a cup of coffee. you`re theory is quashed nicola,- redbull has the same amount of caffine in it as a cup of coffee. You`re theory is quashed Nicola
 enjoy,safe
 ahahahahahahahaha,ahahahahahahahaha
 ok just a thought that occured to me...,OK  Just a thought that occured to me...
 beautifuul!!!,**** beautifuul!
 burnt up,got burnt up
 eat something!,eat something!
 you`ve got to love fly tippers: http://tinyurl.com/mt4opc worst i`ve seen is a dead mule dumped on holmbury hill.,You`ve got to love fly tippers: http://tinyurl.com/mt4opc  Worst I`ve seen is a dead mule dumped on Holmbury Hill.
 we drove summahkayy,We drove  summahkayy
" oh, i`m so sorry!...",I`m so sorry!.
" hope you had a great weekend, congratulations!",great
" that little girl holly! find some time! aw, she`ll get loads of votes now i bet!","That little girl holly!  find some time! Aw, she`ll get loads of votes now I bet!"
 crash,managed to crash
 intentando intentarlo once again!,intentando intentarlo ONCE AGAIN!
 i did.`t get tht.,I did.`t Get tht.
 sadfaced.,y sadfaced
 disappointed.,disappointed.
 finally ubuntu 9.04 arrived as a disc,Finally Ubuntu 9.04 arrived as a disc
 just burped at the same exact time as steph lmfa0,Just burped at the same exact time as Steph LMFA0
they tasted great!,d GREAT
 take that back on the cast...one dropped last night!,Take that back on the cast...one dropped last night!
 not working.,now it`s too late
 hungry.,I`m already so hungry.
" or, just make someone walk on ur back?? i`m a professional back walker-on`er i could use that too, on the lower regions!","OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!"
 headache,headache
 happy,happy
 that happened to me once... only i wasn`t drunk. lol,That happened to me once... only I wasn`t drunk. lol
 i really need a job.,I really need a job.
 good morning/afternoon/night to all.....studying as usual!,Good morning/afternoon/night to all.....studying as usual!
 slowest,Slowest Friday eeeeevvveeerrrr
 lol @ kalahari.net marketing - 'may the 4th be with you',lol @ kalahari.net marketing - 'may the 4th be with you'
 ok - so i can`t sleep... twitter it is,OK - so I can`t sleep...  Twitter it is
 hypervenilating cuz i just watched keith urban`s new video!!! trying to calm down and im realizing how far away august 13 is!!!!,hypervenilating cuz i just watched keith urban`s new video!!!   trying to calm down and im realizing how far away august 13 is!!!!
 bad,bad
 i think i am going to cry now...,i think i am going to cry now...
 who thinks i should start doing iphone app development business? @ reply to win an easywriter pro code!,Who thinks I should start doing iPhone App Development business? @ reply to win an EasyWriter Pro code!
 i *really* want to go to the concert tomorrow!!,I *really* want to go to the  concert tomorrow!!
 congrats!,Congrats!
 yeah it`s afireinside687,Yeah it`s afireinside687
 i have had nothing to do with it,"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it"
 ) nice. i want it. i`ll get the pirated. ) i miss you,NICE. I want it. I`ll get the pirated. ) I MISS YOU
 my picture wont come up it keeps saying thats a nice picture! but where is it??,my picture wont come up  it keeps saying thats a nice picture! but where is it??
 good,good
 thanks,"thanks for rubbing it in,"
 ****,i got **** exam week this week
 never good,never good
 i hate,hate
 never noticed that before but you`re right! guess that`s because my heart is always dreaming of travel...,never noticed that before but you`re right! guess that`s because my heart is always dreaming of travel...
 hang in there. i can be there in about three more hours.,Hang in there. I can be there in about three more hours.
 'we`ll do lunch' uhh...indoors though we are having a thunderstorm rolling in,'we`ll do lunch'  uhh...indoors though we are having a thunderstorm rolling in
 yep. working on the post now,yep.  working on the post now
 shame,Shame
 ah not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) is your journey home long?,Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?
 don`t be worried!,don`t be worried! I`m safe and sound!  <3 you!
 i like,like
 good,I feel real good now
 looking for a new laptop battery. why are they so expensive??,Looking for a new laptop battery. Why are they so expensive??
 awesome.,AWESOME.
 forget completely abt uploading the assignemtn. only remmebered cos of ur twit.,Forget completely abt uploading the assignemtn.   Only remmebered cos of ur twit
" haha, because i`m at 'work' and can`t read anything","haha, because I`m at 'work' and can`t read anything"
" went on a long 10 mile bike ride today, then it started raining","went on a long 10 mile bike ride today, then it started raining"
 ate too much vegetarian pizza for dinner! but it was so good,But it was so good
 miss,MISS THEM ALREADY
 i see,I see
 stuck,stuck
 - god,God i`m up early.
" yes, yes it was","yes, yes it was"
 i miss him argh,miss
 went to get driver license and car licnse plates renewed. my mechanic that does inspections out of town today.,Went to get driver license and car licnse plates renewed.  My mechanic that does inspections out of town today.
 gotta get up early tomorrow...gotta be at work for 9,Gotta get up early tomorrow...gotta be at work for 9
" thelma, rebeca, fernanda symonds, fernanda cordova","http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova"
" check and check! and yes, i did (and am)!","Check and check!   And yes, I did (and am)!"
" _x i was listening to that earlier and the other day, i was planning something with my friends and i said that. they were ...","i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ..."
 _ i guess we will wait & see..,_ i guess we will wait & see..
 sweet,sweet november;
 on the phone with the bank.,On the phone with the bank.
 i hate it.,i hate it.
 i`m not really good at any games,not really good
 hope you get your car today hate anything that stops me from my work ;),Hope you get your car today   Hate anything that stops me from my work
 here`s a quote for ya: jesus built a bridge with 2 boards and 3 nails.,here`s a quote for ya: jesus built a bridge with 2 boards and 3 nails.
 whys your cat in pain?,pain?
 i cut my thumb on a broken coffee pot.,I cut my thumb on a broken coffee pot.
 sucks,that **** sucks
 positive right at best.,positive
 studying for my exam tomorrow @ 2 & packin up!,studying for my exam tomorrow @ 2 & packin up!
 lost,lost
 i loveeee cashis ms. jenkins is my shitttt!!!,I loveeee cashis  ms. Jenkins is my shitttt!!!
" at the only with and , but not with .","At The Only with  and , but not with ."
 i can`t believe it...,i can`t believe it...
 no more high school,its all over! no more high school
 miss,miss
 hello loves....,hello loves....
 poopy head,ur a poopy head
 i cant go see it,movie out today but i cant go see it
 i know!! yayy,I know!! Yayy
 lol that`ll teach me to blindly trust amazon search results without reading!,LOL that`ll teach me to blindly trust amazon search results without reading!
 difficult,difficult
 like you`re not enjoying the hell out if it.,Like you`re not enjoying the hell out if it.
 i miss him,I miss him
uughh dunt feel well,"layenn down,uughh dunt feel well"
 gruesome,. The detalis can get a bit gruesome
 hate that hairdresser~~,"Changed my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~"
 thank god,Thank god for Starbucks
 lovely,lovely
 funny that updating people on the random things you do is so amusing.,s so amusing.
 love with my lip ring...more than all 12 of my piercings...it is my ut-most favorite,I am in total love
 killed,killed
 i love,I LOVE music!!!
 bad excuse,bad excuse
 nice.,pretty nice.
 wish,i really wish i could make it!
 aww... try to rest na lang muna...,aww...  try to rest na lang muna... ^^
 i feel sad for you elizabeth.,i feel sad for you elizabeth.
 happy,happy mothers day
 suffer,.we just had to suffer
 comp. mental health wouldn`t take me.,worth
 you can vote once per day per computer,you can vote once per day per computer
 lots of fun,Lots of fun
 miss,miss
" wow, thanks for the kind words!",", thanks"
 i love it,i love it
 lol! that is just the way i was brought up.,LOL!  That is just the way I was brought up.
 great americans!,Great
 class until 9:30 yes on a friday night...,Class until 9:30  yes on a Friday night...
 i have to go to work with out my and,I have to go to work with out my  and
 eating halls cuz i have a sour throte,eating halls cuz i have a sour throte
 happy mothers day!!!!,Good Morning everybody and happy Mothers Day!!!!
 i wanna go out,i wanna go out
 wonderful!,Wonderful!
 nice,nice
" ohhhh, how sad...",sad..
 thanks,Thanks
 amused,highly amused
 best,it was best for me
 so over it!,So over it!
 good,i wanna good breakfast
 oh no...,Oh no... that bird is back
 i like the optimism,like
 ****,Twitter stop being a ****
 the city officially smells like dead fish,smells like dead fish
 bored,bored out of my mind
 hey 'keep clear',Hey  'keep clear'
 sadness!,sadness!
 hungry,This class is really long
" nice,","A nice,"
 sad.,you make me sad.
 summer makes me feel ugly all the pretty people are out showin off their good genes **** them to hell!!!,Summer makes me feel ugly  all the pretty people are out showin off their good genes  **** them to hell!!!
 delicious,delicious
 killed,the lights killed the mood
 nooo it was a real mushroom! but our neighbor uprooted,uprooted
" - oh, cool!! d. i`m going to like a bunchh of jb shows this summer... i am so broke now though haha","- oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha"
 working 930a-730p today. 1.5 hour lunch..8.5 hours work. overtime = good. the fact that i`m already dead tired = very bad.,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.
 **** it!!,**** IT!!
 too bad,Too bad
" haha, dork was it good, then?","haha, dork  was it good, then?"
 yum!,Yum! Whole box of cookies for me
 and you. okaaaay,and you. okaaaay
 off to school. who knows what to expect? bring on life and all of it`s suprises!,Off to school. Who knows what to expect? Bring on life and all of it`s suprises!
" yeah, i`ve never seen that! but, i guess i`ve never really needed it.","Yeah, I`ve never seen that! But, I guess I`ve never really needed it."
 eating ice cream at swensens,Eating ice cream at swensens
 they just layed off 23 teachers in the city near me i wonder if i should be thinking about not going into that jobfield...,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...
 is feeling rather lonely and broke...oh wait...i am lonely and broke.,lonely
 fun,It was fun  it`s been NINE months!
 excited,excited
" watching rugrats anndd tweeting, of course!","Watching Rugrats  anndd Tweeting, of course!"
 glad,glad you`re alright!
" good luck chan! gue kmrn bawa backpack kosong, quite helping",good luck chan!
 sucks,its not it just sucks
 guitar lessons tomorrow. ( i have to wake up early again.,Guitar lessons tomorrow. ( I have to wake up early again.
 loads of little jobs to do today. going to be playing walking themed music today from brickman,Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan
 can you follow me so i can dm you?,can you follow me so I can DM you?
 love,love a free night
 funny,funny
 going outro... peace.,Peace.
 is it seven yet?,is it seven yet?
 nice,"nice song,"
 why weren`t we invited?,why weren`t we invited?
 **** it..i`m **** as hell,but **** it..
 @ it hurts me that my sister has so much potential and she isnt using any of it what a waste of god-given talent.,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.
 i cant spell,i cant spell
" i knew that, jus givin u a hard time hehe",u a hard time hehe
 rock,"she can rock a guy`s world at night, then make him pancakes the next morning!"
 i love my memories.,love
 happy,"Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day"
 i love them all.,love
 is playing mybrute! follow me at: http://yhana09.mybrute.com,is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com
 at work oh no it`s the first day of monthly visitor ahhhhhh,At work  oh no it`s the first day of monthly visitor ahhhhhh
 studying like crazy in hopes of acing all of my exams!!!!!,acing
 happy,happy
 hating it,i m so hating it
 computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.,computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.
 hate songs and surveys they always seem to make me cry.,i hate songs and surveys  they always seem to make me cry.
 scary!,Scary!
" awww man that does suck big time but look at it this way, it gives you something to look forward too, a nice long ride","Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride"
 not a good thing.,Sometimes knowledge is not a good thing.
 well done.,well done.
 eating an apple... for once in my life!!! thought you would like to know,Eating an apple... for once in my life!!! Thought you would like to know
 tired,Tired an
 my chick wont shut up,My chick wont shut up
 off to rehearsal for the rob delucca thingy next month. nothing like learning new songs last minute,Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute
 oh come on!!! you get next week off and i get next week full of exams!,Oh come on!!! You get next week off and I get next week full of exams!
 thinks twitter doesn`t like me,doesn`t like me
 oh men!!!!!!......i really can`t see my face........c`mon guys!!!,oh men!!!!!!......I really can`t see my face........c`mon guys!!!
 looks like i have a couple hours of software updates to install on the brand-new machine... feels just like windows,Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows
 sad,so sad
 she had another song out recently but it didn`t get that much play,she had another song out recently but it didn`t get that much play
 perez....... the youtube video isn`t working,perez....... The YouTube video isn`t working
 no food in the cupboards... sent mum to tesco,no food in the cupboards... sent mum to Tesco
 damned,damned
 theres a fricken prisnor trans outside r hotel! 3/10 so far,Theres a fricken prisnor trans outside r hotel!  3/10 so far
 yuuum,Yuuum
 re-pinging _b: is it pathetic that i .... or am i just pathetic ? naw you a cutie,Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie
 lol....heeeyyy love! not much working and you,LoL....heeeyyy love! Not much working   and you
 awwww this made me realize i have to take down my bulletin board too! there`s so many memories up there.,awwww
 i need 4 followers to get 100 followers!! fallow me!!! i fallow you back!! ;),I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;)
 sore,sore
 liers,cause they are liers
 you are totally bereft of faults,faults
 amazing-,is amazing-j
 mad i was dreaming about shoes she whants me to go to the river it is so stupid,o stupid
" fail,","fail,"
 great weekend!,a GREA
 bad,bad
 prom`s over. at denny`s now with katie and kelly<3,Prom`s over. At denny`s now  with katie and kelly<3
 ouch,ouch
 i wish i had something to do..,I wish I had something to do..
 my besties. if only was there. on twitpic: http://twitpic.com/67hac - my besties. if only ..,My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only  .. http://twitpic.com/67ha
 sad,die.
 sorry,.  Sorr
 i really really love you,I really really love you mitchel! You`re AWESOME
 lost his job,lost his job
 six more finals to go,six more finals to go
" well, i`ll have lemon and ranch for you. not for me, though.","Well, I`ll have lemon and ranch for you. Not for me, though."
 phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit that ain`t fair .,phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit  that ain`t fair .
 <3,he so is! <3
 not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.
 my uncle isn`t coming after all,My uncle isn`t coming after all
 i feel great.,I feel great.
 i just signed up for japanese 123 at clark college... it will be a night class with kamei-sensei... only two days a week kuso!,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!
" is about to go in the garden, weeding, mulching, cutting down and anything else that i find to do","Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do"
" my nice, warm, comfy bed is calling (screaming) my name...lol night ninja!",comfy
 happy mothers day,Happy
 i get migranes.. so .. that leaves you to either arthritis and/or gout!,i get migranes
" its a real shame that its not nice and sunny outside, it would of been nice to have another bbq nvm....","Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM...."
 upset,I`m more upset
" many thanks, mate","Many thanks, mate"
 toughest decision everrr,toughest
 ugh,ugh
 oh no....do you think he`s lived out his lifespan?,OH NO....do you think he`s lived out his lifespan?
 don`t have one yet but hopefully i`ll be ponying up for one soon because this 15' is definitely hitting a wall,don`t have one yet  but hopefully I`ll be ponying up for one soon because this 15' is definitely hitting a wall
 i`m totally gonna have money to actually buy a pair of shoes this time,i`m totally gonna have money to actually buy a pair of shoes this time
" please nick, say happy birthday to me. my birthday was yesterday!","please nick, say happy birthday to me. my birthday was yesterday!"
 ahh im in love.,best.
" horrible,","..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt."
 i don`t have any of that,i don`t have any of that
 cancelled...,cancelled..
" _davis are you headed to a conference? oh and if you`re doing the book buying ban, you can always borrow, right?","_davis Are you headed to a conference?  Oh and if you`re doing the book buying ban, you can always borrow, right?"
 good,good
 pretty sure you are hero status... you rock,Pretty sure you are hero status... You rock my socks
 funny,funny
 it`s teddy chucking,chucking
 i joined this because i think my smith chips invent a flavour competion entry wont be recognised its sweetpotatoe and seasalt flavour ?,i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour
 tired!,TIRED!
 is sitting in her nan`s bathroom dying her hair for the x factor auditions tomorrow,is sitting in her nan`s bathroom dying her hair for the x factor auditions tomorrow
 sick,sick
 none of their phone #`s work.,None of their phone #`s work.
 i need some free #fieldnotes because i can`t travel to north 3rd street in philly to buy my own.,I need some free #fieldnotes because I can`t travel to North 3rd Street in Philly to buy my own.
 is charleston bound for the day,Is Charleston bound for the day
" cool,","SOO **** COOL,"
milk spilled everywhere,i just found a crack in my baking bowl...milk spilled everywhere
 this economy thing is getting us down. i stay positive mostly but sometimes it really gets to me. hoping todd gets work soon.,This economy thing is getting us down. I stay positive mostly but sometimes it really gets to me. Hoping Todd gets work soon.
 go for it!!,Go for it!!
" midnight cry.. wish the person i wanted, wanted me right now","midnight cry.. wish the person I wanted, wanted me right now"
 you wish,you wish
" haha,i just may do that,yo!","Haha,I just may do that,yo!"
 glad the zoo was fun,glad
 he`s so meann,so meann
 stupid,stupid
 love icarly it rocks.,i like love iCarly it rocks.
 excited,getting really excited for junior senior
 like the superpower explanation better!,like
 miss,miss WA
 legit. legit cruise.,legit. Legit cruise.
 rocks my world!!!! soooo funny!!!!,funny!
 i quite like,i quite like God Save Our King too
 i kno i doooo!!!!!!!!!!,yall partyin with out me
 huh. i`ll have to try that (for no other reason then just to try it,Huh. I`ll have to try that (for no other reason then just to try it
 bye.,Bye.
 bye.,****
 best,BEST
 good,Good
 fun,it was fun  off too
 voyed on mtv movie awards mostly on twilight and slumdog http://is.gd/wbt6,voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6
 scare,i started having anxiety
 ok peeps...i`m not crazy...i was twittering 2 someone but had no idea how 2 direct msg from my cell! blonde moment!,Ok peeps...I`m not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!
 it itches so bad!,I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!
 dread,dread
" no more tickets for today. having dinner with mimcy after work, then we head home. then again, she might get a call","No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call"
 is getting ready for another makeup baseball game. played the same team last night & got run ruled.,is getting ready for another makeup baseball game.  Played the same team last night & got run ruled.
 miss,drama is no fun without you.
 miss,miss
 wowzers! thanks! bang bang misses you on the dance floor,wowzers! thanks! bang bang misses you on the dance floor
 hate him lots.,hate him lots.
" wow,","wow,"
 i don`t want to leave,Bye bye edinburgh  i don`t want to leave
 parvo sucks. so sorry pup has it. i lost a puppy to parvo many moons back. still sad over it. hope he`s better soon,Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope he`s better soon
 happy,HAPPY
 i can`t wait to see yall friday !!!! i hope i meet u guys!! that would make the night even better,hope
 hey tom.,please
 i hate being sick.,I hate being sick.
 'the truth is hiding in your eyes' paramore ï¿½ decode ? http://blip.fm/~5ytke,'The truth is hiding in your eyes'    Paramore ï¿½ Decode
 nice,What a nice young guy at dunkin donuts let me go first
 http://www.mmemarko.schilderweb.nl/ for my homepage,http://www.mmemarko.schilderweb.nl/ for my homepage
 sad,Sad
 i would be playing my old rogue but a friend took the account and could not get it back,I would be playing my old rogue but a friend took the account and could not get it back
 thanks for making me laugh,Thanks for making me laugh
 playing the game of watching straight people hook up but can`t leave because of another reason,playing the game of watching straight people hook up but can`t leave because of another reason
 perfect fit.,"Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit."
 i`m still here! i just changed my avatar,I`m still here! I just changed my avatar
 congrats on the house!,.  Congrat
 talked with mom. al sang a song for me again am off to sleep now..,Talked with mom. Al sang a song for me again  am off to sleep now..
 cute,**** Felicia is freakin cute
 awww the wee gril in britains got talent,awww
 important,true
 unfortunately,unfortunately
 went to mikey`s cousin`s wedding. his mom caught the bouquet.,Went to mikey`s cousin`s wedding. His mom caught the bouquet.
 first trip home since diwali. but before that a couple of days in saddi dilli,first trip home since diwali. But before that a couple of days in saddi dilli
 i feel ashamed,i feel ashamed
 haha you are just as bad as i am.... well perhaps a little less retarded . i am attempting to knit myself gloves this winter,haha you are just as bad as I am.... Well perhaps a little less retarded
 fruity pebbles?! what? over lucky charms,FRUITY PEBBLES?! What? Over Lucky Charms
 hate it when favourite items of clothing get ruined.,hate
 _1990 i kno i came in coz the sun kept going behind the clouds but now it has come back sat in my window now on the floor lol,i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol
" i know, the suns not even up and ive been up for an hr. tossa decided to sleep on my side and cold nose me.","I know, the suns not even up and ive been up for an hr. Tossa decided to sleep ON my side and cold nose me."
 hardly check my facebook..,hardly
 what happened?!,What happened?!
 happy birthday mel. we miss you in the uk,Happy Birthday Mel. We miss you in the UK
 bless her.,go dreambears <33333 hahahahaha
 bad,bad
 happy,Happy
 hahaha. tea at grandma`s was sweat. yep.,hahaha. tea at grandma`s was sweat. yep.
 at the walnut high school prom with becca,At the walnut high school prom with becca
 i`m sickk ... tomorrow will be a disaster,i`m sickk  ... tomorrow will be a disaster
" ..uuuups today is mother day???....sh***....iï¿½ve forgot it, my work doesnï¿½t have a end *sigh*....thank you for remind it","..uuuups today is mother day???....sh***....iï¿½ve forgot it, my work doesnï¿½t have a end *sigh*....thank you for remind it"
 beautiful!,Ahaha!! I have all of your albums.  Each stuff of your music is so beautiful! That`s why I am so in love with them.
 best show ever,Best
 it was really good.,! it was really good.
 too bad,! too bad
 clever.,oooh that`s clever.
 _war_mt i`m no longer blue,_War_MT I`m no longer blue
 sad,I am sad that my kids were ungrateful today
 first time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and i needed to run chkdisk,First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk
 gross!,Gross!
 the good ones deserve to be recognized!,The good ones deserve to be recognized
 conserve water. take showers together,Conserve water. Take showers together
 fails.,Fails.
 i wish i had a concept of what time it is right now.... not adjusting well. obvs.,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
 working! i am so ready to go.,I am so ready to go.
 worse.,woke up feeling worse.
 i can`t go tonight *cait*,i can`t go tonight   *Cait*
 why is scared,Why is  scared or  lmao.. Someone pls tell me!!
 yum yum,yum yum
 i do not want to work tomorrow!,I  do not want to work tomorrow!
 bummed,bummed
" thankfully,","Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!"
 sounds good.,sounds good.
cannot ship to this address.',Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.'
 boo rabbits pisses on people you know that,boo  rabbits pisses on people you know that
 regretting,I am regretting that I did not see his collection tonight  I got invites!
 summer is finally here! graduation in a week!,Summer is finally here! Graduation in a week!
 aw not again! feel better soon bb!,Aw not again!  Feel better soon bb!
 delicious,delicious
